сибирийн	433	549
бельгийн	430	595
турк	429	646
чехийн	429	546
исламын	428	718
иван	423	588
финландын	423	492
ла	421	594
григорийн	416	456
өмнөговь	411	515
болгарын	411	500
буриад	405	753
мексикийн	405	529
оскарын	402	474
михаил	401	583
вьетнам	400	512
халх	399	713
чарльз	399	462
сербийн	396	504
мартин	390	500
европт	388	443
томас	385	496
вант	382	676
казахстаны	382	457
унгар	376	589
египетийн	374	443
ли	369	509
швейцарын	366	433
ираны	363	469
хятадад	362	459
гүржийн	361	444
лондоны	359	454
дундговь	358	525
германд	356	439
реал	355	472
сергей	355	513
иран	353	519
зүүнгарын	348	439
нью	347	407
германчууд	347	477
барселона	347	440
бээжин	346	403
португалын	344	480
аргентины	344	444
халимагийн	340	442
дорноговь	337	410
австри	337	433
мин	333	475
уильям	332	446
дорнодын	327	382
орост	322	400
солонгосчууд	322	348
лениний	320	389
данийн	318	453
британид	315	321
ричард	315	411
пол	314	459
майкл	314	449
эрхүү	305	342
берлин	304	356
америкт	304	360
ром	303	380
вест	303	362
милан	303	353
чикаго	303	336
румыны	300	344
тува	298	393
дэвид	297	435
калифорнийн	296	367
төвөдийн	295	359
орхон	294	398
боржигин	293	388
ким	288	450
халимаг	287	485
борис	287	413
румын	287	437
азид	286	319
сүхбаатарын	286	499
болгар	284	390
персийн	283	357
алс	282	486
ойрадын	280	352
азербайжаны	279	324
анна	278	367
хубилай	277	389
луи	273	366
өлзийт	271	356
израил	269	367
швед	268	438
азербайжан	266	367
бостон	266	301
ливерпүүл	266	316
чех	264	483
жан	262	364
парист	262	286
францчууд	261	308
японд	260	328
литвын	260	298
киевийн	260	310
египет	258	335
хенри	257	294
харри	255	367
жүдогийн	253	483
виктор	253	354
францад	252	311
вена	252	287
марк	252	487
тэргүүлэгчдийн	251	410
тамгын	251	375
кубын	251	311
буриадын	248	336
берлиний	246	318
зеланд	245	250
ленинград	243	260
киргиз	242	381
бразил	241	356
киев	237	270
чехословакийн	237	266
киргизийн	236	294
википедиа	235	312
монголыг	235	291
лос	235	268
ян	234	354
дмитрий	233	302
афганистаны	232	279
вилла	232	238
богдын	231	303
англичууд	231	279
түрэгийн	231	381
британичууд	230	262
жозеф	229	292
челси	229	318
улаанбаатарт	226	246
чойбалсан	226	363
чандмань	225	274
парк	225	325
гүрж	225	346
аргентин	223	335
кавказын	220	246
эдвард	220	285
сталин	220	315
мюнхен	220	232
оскар	220	313
хүннү	219	394
британий	219	263
югославын	219	265
арсенал	219	278
бээжингийн	218	260
афганистан	218	255
уиллиам	218	225
серби	216	306
хорватын	216	298
африкт	215	220
литва	215	275
тоттенхэм	215	255
иванович	214	214
токио	212	252
смит	211	239
пётр	211	297
арменийн	210	254
хьюстон	210	257
эрдэнэт	209	289
энэтхэгт	208	267
ленинградын	208	224
алексей	208	293
крис	208	296
хосе	206	247
пруссийн	204	263
чехословак	204	242
путин	204	284
эстонийн	202	267
беларусийн	202	236
хотспур	200	200
беларусь	199	250
майами	199	264
астон	199	241
жонсон	198	231
фридрих	197	272
эстони	197	275
опел	197	383
дон	196	267
павел	195	260
евразийн	194	229
артур	193	240
тан	193	258
тайландын	193	239
ойрад	192	279
дани	192	287
юрий	192	295
атлетик	192	268
узбекистаны	191	217
сөүл	190	228
нидерланд	190	298
солонгост	190	205
сталины	189	264
сибирь	189	221
уэльсийн	189	216
андрей	188	302
сүн	188	236
швейцарийн	187	279
норвеги	186	237
камбожийн	186	227
йорк	185	194
чан	184	234
буянт	184	263
конгресс	184	249
харвардын	183	222
адольф	183	222
либерал	183	354
анжелес	183	183
иосиф	182	250
пакистан	180	245
торонто	180	208
цагадайн	180	214
сири	180	226
лаос	179	250
фредерик	179	220
боруссиа	179	216
индиана	178	208
элизабет	178	205
николаевич	177	177
ирак	176	231
ши	176	300
лондонд	176	199
бельги	175	231
мария	175	195
конгрессын	174	231
василий	174	260
альфред	174	236
мексик	174	229
техас	174	194
крымын	172	237
филиппиний	172	227
билл	172	203
англид	171	225
саудын	171	227
мари	171	262
константин	171	257
галдан	169	317
саятан	168	236
дорж	168	282
тайланд	168	311
лаосын	168	215
антонио	167	204
лев	166	238
италичууд	166	179
хангайн	165	274
уралын	165	197
тайвань	165	210
бээжинд	165	175
варшавын	165	229
браун	165	185
индонезийн	165	208
куба	164	208
жэймс	164	226
динамо	164	189
словакийн	162	181
грэммийн	162	169
узбекистан	162	202
каролина	162	173
ньюкасл	162	188
ирланд	161	217
армени	161	268
венийн	160	224
иракийн	160	201
ассамблейн	160	191
чилийн	160	216
финланд	159	210
александрович	159	159
хэнтийн	158	188
афины	158	205
жаргалант	157	214
аюулгүйн	157	244
латви	157	217
петр	156	196
жонс	155	173
индонез	155	208
нил	155	243
филиппин	155	227
даллас	155	196
атланта	154	187
стэйт	154	156
ромео	153	185
албани	152	224
ховдын	151	191
форд	151	190
альберт	151	189
евгений	151	201
жавзандамба	150	159
колумбийн	150	170
питер	150	222
атлетико	150	186
финикс	150	205
сенатын	149	184
детройт	149	187
эвертон	149	187
варшав	148	179
япончууд	148	228
ювентус	148	201
мухаммед	147	175
лондонгийн	147	174
флорида	147	159
хуан	147	214
югослав	146	173
кливленд	146	169
олноо	145	273
фердинанд	145	183
тим	145	208
голландын	145	216
хамбург	145	162
хүннүгийн	144	218
сингапур	144	194
косовогийн	144	202
политехникийн	143	194
испаничууд	143	171
байгал	142	196
марсель	142	161
пакистаны	142	188
шри	142	203
миннесота	142	177
тони	142	175
лион	141	167
португал	141	246
ойрх	140	184
токиогийн	140	168
викториа	140	173
баянгол	139	173
адам	139	206
цогт	139	247
баянзүрх	138	162
али	138	170
төвдийн	138	176
словак	138	214
колумбын	138	160
италид	138	171
франкфурт	138	144
барон	137	269
теодор	137	174
сирийн	137	178
карибын	136	166
вэй	136	156
стив	136	173
уондерерс	136	136
хэрлэн	135	171
швейцар	135	181
шарль	135	180
монголоос	135	187
сөүлийн	135	167
бундеслигийн	135	175
жак	134	166
социал	134	187
георгий	134	178
ганди	134	174
наполеон	134	181
хорват	134	190
кристиан	134	173
отто	134	189
хүлэгү	134	182
никс	134	138
юта	134	164
октябрийн	133	179
латвийн	133	172
словенийн	133	148
альбион	133	135
трамп	132	143
макс	132	169
бромвич	132	132
васильевич	131	133
венецийн	131	166
эдуард	131	154
балканы	130	154
жо	130	181
малайз	130	169
конго	130	155
оксфордын	130	158
ассамблей	129	153
чингисийн	129	158
игорь	129	177
онон	128	189
франклин	128	146
петер	127	162
сидней	127	167
төмөрийн	127	187
энтони	127	172
хөгжимт	126	249
каспийн	126	152
холбоотны	126	252
санта	126	173
сакраменто	126	151
стивен	124	201
милуоки	124	148
голден	124	151
литвийн	123	137
эмми	123	135
селтикс	123	124
эрик	123	167
думын	123	130
шинжааны	122	135
сергеевич	122	122
ленин	122	184
франсуа	122	146
бавари	122	153
михайлович	121	121
будапешт	121	140
библийн	121	146
рейнжерс	120	129
шинжаан	119	136
босни	119	143
кинг	119	134
уругвайн	119	159
дортмунд	119	125
улиастай	118	136
эрдэнэс	118	216
перу	118	161
мэри	118	135
туул	117	166
паул	117	155
пьер	117	160
австралид	117	149
сток	117	131
балтын	116	144
ле	116	139
уорриорз	116	116
мэжик	116	121
афин	115	134
карлос	115	158
марко	115	183
буллз	115	120
анри	115	140
роверс	115	116
сэргэлэн	114	211
эрхүүгийн	114	131
охайо	114	127
мароккогийн	114	127
орландо	114	143
олимпик	113	127
хятадтай	113	127
камбож	113	153
македоны	113	131
косово	113	159
оросоос	112	132
мариа	112	147
казань	112	128
уйгурын	112	165
николас	112	168
чили	112	164
шарлотт	112	160
халк	112	129
рома	112	132
александрын	111	132
лорд	111	187
британы	111	128
гвиней	111	126
монголии	111	119
филадельфи	111	131
аюуш	110	176
шотланд	110	142
берлинд	110	125
тайванийн	110	132
доналд	110	131
ойрхи	110	142
халл	110	121
данзан	109	183
софи	109	127
дели	109	122
майк	109	138
венесуэлийн	109	151
михаэль	109	153
палестины	108	135
луис	108	147
новгород	108	114
польшид	108	135
валенсиа	108	137
вашингтоны	107	130
ангараг	107	164
чолла	107	110
кавказ	107	121
хиагт	107	126
фулхэм	107	137
франциско	106	110
византийн	106	141
цагаадайн	106	123
филипп	106	146
македон	106	124
праг	106	131
феррари	106	141
уильямс	106	121
зүчийн	105	126
давид	105	170
чаплин	105	130
эминэм	105	134
боб	105	145
кавальерс	105	110
байер	105	125
таун	105	107
куинз	105	113
краков	104	118
антон	104	138
рено	104	137
хужирт	103	136
монако	103	135
трэйл	103	105
денвер	102	134
хангал	102	183
леонид	102	150
петрович	102	102
бирмингем	102	132
портленд	102	161
дарви	101	117
бен	101	148
кастро	101	110
пистонс	101	103
ховард	101	119
хяргас	100	122
хятадыг	100	122
молдав	100	141
налайхын	100	130
рокетс	100	101
штутгарт	100	122
кристал	100	131
дуглас	99	121
испанид	99	119
форест	99	106
шальке	99	118
хатанбаатар	98	196
кенийн	98	108
польшууд	98	170
уйгур	97	186
тосонцэнгэл	97	113
давст	97	138
сарай	97	111
ромд	97	114
алжирын	97	113
баварийн	97	111
наполеоны	97	131
рузвельт	97	134
нетс	97	99
карлын	96	107
евклидийн	96	136
германыг	96	113
христ	96	167
крым	96	112
албанийн	96	117
нова	96	128
рэпторс	96	97
ярослав	95	111
людвиг	95	126
хайфа	95	137
мандухай	95	152
бакс	95	98
ямайкын	95	101
кёльн	95	108
дэвис	94	117
ахмед	94	109
маргарет	94	110
жава	94	151
су	94	124
екатерина	94	112
ред	94	158
этиопын	94	105
лейкерс	94	121
баянмонгол	93	96
сенат	93	135
филип	93	121
ханс	93	130
кот-д	93	119
украинд	93	117
дамдин	92	157
батцэнгэл	92	131
хархорин	92	116
бөртэ	92	133
холливудын	92	114
малайзын	92	112
виржини	92	101
патрик	92	145
рудольф	92	132
иллиной	92	96
жек	92	117
пари	92	102
шагдарсүрэн	91	134
фрэнсис	91	121
унгерн	91	97
иерусалим	91	121
елена	91	108
урианхайн	90	179
колумб	90	107
фёдор	90	139
бремен	90	96
өгэдэй	90	130
мюнхений	90	115
баку	90	172
григорий	90	122
бразилчууд	90	91
налайх	89	120
бугат	89	107
прага	89	92
александер	89	109
канадад	89	101
ганын	89	97
кристофер	89	127
маверикс	89	91
мемфис	89	138
лестер	89	106
хонконг	88	115
улаанбаатараас	88	108
урал	88	113
альпийн	88	107
демократ	88	157
манжуур	88	101
ажилчны	88	169
бразилийн	88	147
тавантолгой	88	109
никита	88	116
леон	88	110
саутхемптон	88	96
карпатын	88	105
кевин	88	139
айнтрахт	88	93
вольфсбург	88	113
балба	87	125
алжир	87	114
конрад	87	107
мандах	87	171
мао	87	117
миссури	87	96
блэйзерс	87	87
болтон	87	106
лувсан	86	127
оросыг	86	98
хо	86	144
чикагогийн	86	116
колумби	86	107
клипперс	86	92
сиэтл	86	105
суонси	86	98
уиган	86	112
чулуут	85	123
хорлоогийн	85	159
эмират	85	105
женев	85	95
эндрю	85	138
осло	85	107
мишель	85	120
византын	85	105
шанхай	85	100
чарли	85	126
рэй	85	120
чагдаржав	85	150
тувагийн	85	92
нигерийн	85	116
поло	84	96
библи	84	118
казахын	84	141
жоу	84	109
хитлер	84	111
кембрижийн	84	100
жексон	84	94
скотт	84	125
жим	84	134
хилл	84	90
севилья	84	104
оклахома	84	98
хашаат	83	92
алдархаан	83	86
жоржиа	83	93
онтарио	83	90
наггетс	83	84
белл	83	94
льюис	83	106
тимбервулвз	83	83
байгалын	82	113
кидан	82	145
нидерландчууд	82	85
дунай	82	97
эсэн	82	147
туркменистан	82	104
порше	82	115
гордон	82	97
стюарт	82	96
ростов	82	97
владислав	82	132
фрэнк	82	113
хятадаас	81	111
фишер	81	92
георг	81	120
картер	81	89
блэкберн	81	107
лигдэн	80	99
бангладеш	80	109
робин	80	108
сен	80	85
кларк	80	96
минск	80	86
анатолий	80	105
хиагтын	80	106
жульетта	80	86
форбс	80	106
петербург	80	83
молдавын	80	93
никсон	80	101
кёнсан	80	80
вердер	80	95
танос	80	122
чойбалсангийн	79	132
дулам	79	99
енисей	79	91
кеннеди	79	102
техасын	79	96
аллен	79	99
троцкий	79	95
будда	78	130
уэльс	78	94
хөвсгөлийн	78	106
британиас	78	79
клод	78	106
эрчис	78	87
эрнст	78	106
густав	78	104
уинстон	78	98
украйны	78	116
мануэль	78	90
дональд	78	92
интернационале	78	91
сэлэнгийн	77	97
умардын	77	145
рой	77	100
август	77	94
магсаржав	77	99
хорезмын	77	99
израилийн	77	104
сиднейн	77	104
тажикистан	77	104
москвагаас	77	80
красноярскийн	77	90
ташкент	77	90
адамс	77	90
украинчууд	77	101
хорнетс	77	78
луй	77	81
лиссабон	77	82
санчир	76	113
цэрэн	76	116
гүнт	76	114
сант	76	91
казанийн	76	97
өмнөдийн	76	123
намжил	76	108
перугийн	76	86
грекчүүд	76	95
брюс	76	94
жонни	76	109
диего	76	101
ханновер	76	91
стефан	76	119
камеруны	76	87
станислав	76	108
фиорентина	76	82
радиод	76	137
тариат	75	88
прусс	75	111
есүс	75	93
сон	75	133
чита	75	81
лайпциг	75	84
гималайн	75	88
онегин	75	81
миллер	75	90
ельцин	75	94
рерих	75	102
франк	74	124
барак	74	98
буш	74	117
алтанбулаг	74	88
дарьганга	74	104
папын	74	139
кипр	74	96
бордо	74	94
наполи	74	89
лацио	74	84
андре	74	109
шведүүд	74	110
голланд	74	119
афганистанд	74	97
днепр	74	87
морис	74	94
чүнчон	74	76
сандерленд	74	84
симон	73	94
балтийн	73	82
вильнюс	73	95
мичиган	73	85
сугар	73	114
паг	73	111
абу	73	103
поттэр	73	73
бухарын	73	94
ливан	73	111
хотонт	72	75
цахир	72	99
пүрэв	72	143
шилийн	72	123
нөмрөг	72	136
таймс	72	90
оростой	72	85
швейцарь	72	89
селтик	72	98
иохан	72	144
азиас	72	79
пак	72	110
сэргээш	72	97
зеландад	72	72
судан	72	93
девид	72	73
порто	72	96
поттер	72	72
рожер	72	88
илья	72	110
ливаны	72	92
бенжамин	72	98
гвинейн	72	84
боснийн	72	102
эмиль	72	96
чингэлтэй	71	89
эрдэнэдалай	71	82
википедиагийн	71	116
шарга	71	130
флоренц	71	82
хянганы	71	82
астрахань	71	78
этиоп	71	106
ванкувер	71	85
сент	71	92
балжинням	70	126
гомбосүрэн	70	138
сейм	70	80
вьетнамд	70	77
кан	70	108
ням	70	133
коста	70	93
дисней	70	74
тангуд	70	105
эдинбургийн	70	88
гарсиа	70	74
грант	70	81
александра	70	87
лоуренс	70	83
холбоодын	70	136
улаангом	69	85
палестин	69	107
словени	69	107
пеннсилвани	69	75
даниел	69	86
гана	69	103
интернэшнл	69	82
союз	69	85
ивуарын	69	71
донецк	69	74
саксоны	69	83
харанга	69	96
стэнфордын	69	89
тэшүүрийн	69	130
майнц	69	87
кингз	69	70
доржпалам	68	105
занабазар	68	91
улиастайн	68	74
томпсон	68	73
зүчи	68	92
русь	68	81
дин	68	112
рокфеллер	68	75
цэнд	68	109
никарагуа	68	98
морган	68	96
жузеппе	68	87
сингапурын	68	89
алекс	68	93
янг	68	78
монтенегро	68	81
аризона	68	75
европа	68	97
фолксваген	68	89
харчин	67	103
отгонтэнгэр	67	101
зүүнгар	67	90
обама	67	75
мельбурн	67	80
мадридын	67	88
лу	67	96
брюссель	67	81
фидель	67	105
доголон	67	94
жованни	67	88
яковлев	67	86
жа	67	120
ноттингем	67	99
расинг	67	69
райн	66	76
марокко	66	96
ларри	66	97
леонард	66	79
мухаммад	66	83
солонгосыг	66	70
аргентинчууд	66	68
сэргээшийн	66	91
европоос	66	81
жерси	66	71
хондурасын	66	91
канадчууд	66	71
бохемийн	66	78
сеймийн	66	96
сартуул	65	108
монголдоо	65	82
дэмбэрэл	65	122
ерөө	65	81
жимми	65	88
скандинавын	65	77
йордан	65	94
египетэд	65	75
петрийн	65	70
багдад	65	74
жерри	65	85
өмнөдэлгэр	65	69
марио	64	91
луизиана	64	72
рио-де	64	79
жи	64	92
тэмүжин	64	81
уругвай	64	112
свердловск	64	69
владимирович	64	64
виржиниа	64	72
санс	64	64
сочи	64	76
норвич	64	77
мюллер	64	76
хорчин	63	120
ачит	63	107
одесса	63	76
жефферсон	63	78
цог	63	116
иерусалимын	63	75
абрахам	63	90
хавайн	63	78
вермахтын	63	70
баянбулаг	63	68
мохаммед	63	81
самбуу	63	111
вилхелм	63	75
ногай	63	111
нигери	63	81
жордан	63	83
тандер	63	67
рио	63	85
робинсон	63	72
шумахер	63	65
каунти	63	65
кёнги	63	73
хокс	63	64
уэйд	63	74
алфа	63	117
хөхнуур	62	67
цахар	62	108
гуулин	62	103
юлий	62	74
ньютоны	62	77
ватикан	62	83
гүюг	62	105
леонардо	62	101
беркли	62	97
путины	62	96
исланд	62	95
иоханн	62	86
самбуугийн	62	100
колорадо	62	70
ольга	62	86
брайан	62	106
горбачёв	62	88
боинг	62	72
тбилиси	62	74
манжуурын	62	84
черчилль	62	88
лех	62	86
большой	62	75
теннесси	62	67
рига	62	67
жаз	62	77
астра	62	75
википедиад	61	90
түвдийн	61	70
элст	61	80
дашдоржийн	61	100
баянцагаан	61	77
тогоонтөмөр	61	88
эйнштейн	61	76
мьянмар	61	85
бенгал	61	99
шаравын	61	110
миланы	61	78
тимор	61	68
армстронг	61	80
хорезм	61	78
эрүүлийг	61	102
нюрнберг	61	67
хайнрих	61	73
йемен	61	81
краковын	61	75
константинополь	61	71
линукс	61	110
линкольн	61	66
бруклин	61	64
хамилтон	61	74
леброн	61	78
филадельфия	61	88
херта	61	63
уизардс	61	61
занабазарын	60	81
хархорум	60	73
халзан	60	117
гурванбулаг	60	71
шарав	60	119
эрдэнэбүрэн	60	66
францаас	60	66
дорнодод	60	74
исаак	60	76
рассел	60	85
аргун	60	93
вернер	60	87
бернард	60	74
лютер	60	61
виллиам	60	86
германаас	60	72
европыг	60	76
маркус	60	95
роналд	60	71
росс	60	71
абдул	60	66
амарсанаа	60	106
франко	60	74
бела	60	73
олимпиакос	60	74
төмөрбаатар	59	108
халхад	59	72
лхагва	59	111
дөрвөдийн	59	92
жавхлант	59	96
тагна	59	67
бодоо	59	108
жанейро	59	59
энэтхэгээс	59	72
олимпийн	59	83
иранд	59	79
гоминданы	59	80
эрвин	59	76
моцарт	59	90
херберт	59	85
наталья	59	71
олег	59	102
сагил	59	74
сэм	59	115
тбилисийн	59	70
красноярск	59	71
тринидад	59	76
курск	59	73
эль	59	86
моторс	59	66
спортинг	59	67
грэмми	59	65
байерн	59	65
ситид	59	60
пэлас	59	60
люксембург	58	91
говьсүмбэр	58	75
бөхмөрөн	58	65
сүмбэр	58	83
жамсрангийн	58	110
алабама	58	61
парагвайн	58	74
мельбурны	58	65
туркменистаны	58	60
загреб	58	64
бенито	58	70
түвд	58	87
уолтер	58	90
эмнести	58	71
испаний	58	92
фернандо	58	84
татьяна	58	72
ватиканы	58	76
пэйсерс	58	61
ибн	58	116
бенедикт	58	111
энрике	58	62
паркер	58	63
булл	58	58
норман	58	68
спёрс	58	59
чойнхор	57	64
нацагийн	57	82
сайншанд	57	70
ханой	57	67
ланка	57	57
массачусеттс	57	63
кувейт	57	87
муза	57	72
константинович	57	57
рашид	57	92
сара	57	70
сицилийн	57	64
харрисон	57	71
цюрих	57	64
сери	57	92
санкт	57	64
фиат	57	71
сибирьт	57	64
холл	57	67
таллин	57	65
сезар	57	68
нацистын	57	105
серб	57	104
рик	57	72
гриззлис	57	58
орхоны	56	77
львов	56	72
венец	56	68
валентин	56	80
махмуд	56	80
ирина	56	76
вольфганг	56	83
венесуэл	56	82
ивановна	56	58
вера	56	70
лео	56	95
петроград	56	61
марксын	56	84
женерал	56	65
саид	56	70
жаргалан	56	64
омск	56	66
виктория	56	66
франс	56	61
оливер	56	82
бобби	56	75
буха	56	76
интер	56	71
маркс	55	100
украйн	55	88
шейх	55	90
ромчууд	55	97
конгресст	55	61
ён	55	68
японоос	55	65
канзас	55	77
германтай	55	60
феликс	55	76
австраличууд	55	70
рон	55	69
люксембургийн	55	90
базель	55	75
мэй	55	59
ху	55	87
цинь	55	67
жү	55	69
ханддорж	55	75
осман	55	85
танзани	55	66
тейлор	55	67
каннын	55	67
вильхельм	55	78
бостоны	55	71
вильярреал	55	61
ордос	54	65
дамба	54	90
женевийн	54	66
банчин	54	60
лхас	54	57
манжид	54	87
баяннуур	54	67
ильич	54	55
дашбалбар	54	80
австричууд	54	66
белград	54	65
ливи	54	73
бархасбадь	54	69
хайду	54	76
туркестаны	54	58
степанович	54	54
парагвай	54	90
жэксон	54	65
самарканд	54	60
прагийн	54	76
франческо	54	65
панамын	54	76
гранд	54	87
сальвадор	54	71
поль	54	93
биатлоны	54	92
гандантэгчэнлин	53	61
билгэ	53	82
галуут	53	62
дэлгэрхангай	53	75
голль	53	53
ордосын	53	64
саймон	53	72
амстердам	53	66
андерсон	53	67
осака	53	57
дай	53	74
муссолини	53	58
курт	53	69
кармен	53	79
азийг	53	57
петербургийн	53	61
аполло	53	78
пабло	53	79
пруссын	53	63
арвайхээр	53	61
саксон	53	64
мур	53	59
чаплиний	53	70
сочийн	53	62
хоффенхайм	53	58
марвелийн	53	63
дамбын	52	95
фёдорович	52	52
киданы	52	77
хотгойдын	52	80
мамай	52	72
японтой	52	62
хавай	52	77
стокхольм	52	60
кубад	52	59
аякс	52	78
винсент	52	64
хасан	52	77
лаост	52	62
баннер	52	72
эрдэнэбулган	51	67
хөлөнбуйр	51	57
бонапарт	51	53
бямбын	51	81
коминтерний	51	66
гомбожавын	51	101
никола	51	93
ирландчууд	51	54
туркестан	51	54
псевдоним	51	51
йозеф	51	67
хамбургийн	51	58
портсмут	51	67
жэйн	51	60
ляо	51	55
самара	51	60
эрнест	51	64
бигэр	51	62
форт	51	55
пан	51	72
рязань	51	61
мартины	51	59
жао	51	68
спарта	51	65
жей	51	70
мери	51	54
спартак	51	69
өөлд	50	95
батцэцэг	50	77
мөнххайрхан	50	62
лилль	50	57
шолой	50	60
есүхэй	50	61
смоленск	50	55
бангладешийн	50	72
жеан	50	50
дэн	50	85
миссисипи	50	55
шекспирийн	50	74
мехико	50	57
турин	50	59
күүк	50	59
мерседес	50	62
кени	50	69
франкфуртын	50	54
суданы	50	60
терри	50	64
доминик	50	66
вилсон	50	54
лужники	50	50
родригес	50	54
канвонь	50	68
сампдориа	50	52
парма	50	59
мёнхенгладбах	50	50
зенит	50	83
новосибирск	49	62
тэсийн	49	70
монголбанкны	49	62
прадеш	49	49
жалханз	49	66
тоба	49	75
хубилайн	49	62
бямба	49	82
христэд	49	59
нелсон	49	59
японыг	49	58
луврын	49	57
цезарь	49	62
людмила	49	61
тохтамыш	49	71
андреевич	49	49
маккартни	49	57
бильбао	49	50
томск	49	71
тегеран	49	62
ивуар	49	50
киевт	49	53
йемений	49	62
бельгичүүд	49	51
клинт	49	90
эрих	49	92
сун	49	73
болонья	49	60
вулверхэмптон	49	63
линкин	49	67
к-поп	49	53
нирун	48	78
баяндэлгэр	48	59
цагааннуур	48	68
ойрадыг	48	55
бенгалын	48	56
марта	48	67
жефф	48	62
силези	48	52
грин	48	57
лиза	48	64
дэлгэрхаан	48	62
уилсон	48	58
эдгар	48	67
георгийн	48	50
карло	48	66
юн	48	65
жэ	48	50
андын	48	59
хасарын	48	61
боливи	48	67
бразилд	48	62
педро	48	58
силва	48	50
лидс	48	53
тоорил	48	60
валерий	48	69
хонконгийн	48	62
александриа	48	56
чен	48	53
тажикистаны	48	56
густаф	48	48
сенегалын	48	57
харьков	48	59
шанхайн	48	61
дува	48	73
хопкинс	48	51
билли	48	63
вилли	48	69
юнайтедийн	48	53
дипломатын	48	84
хд	48	52
гэрсэнз	47	64
чойр	47	66
цорос	47	66
тарагт	47	55
стамбул	47	59
коннектикут	47	54
саддам	47	60
версалийн	47	61
барселоны	47	52
грект	47	53
алтангадас	47	64
уитни	47	65
бухар	47	56
хадсон	47	55
бэгзийн	47	83
барри	47	67
хонгирад	47	80
саратов	47	54
шибаны	47	54
тюринг	47	53
цэвээнравдан	47	63
кардифф	47	55
шотландчууд	47	50
себастиан	47	59
кюри	47	56
мустафа	47	88
достоевский	47	67
женоа	47	52
фокс	47	51
лихтенштайны	47	77
вацлав	47	73
вүүдроу	47	47
бенфика	47	60
бобкэтс	47	47
оскарт	47	53
шиелд	47	47
санз	47	47
зуунмод	46	54
ньютон	46	59
түмэд	46	74
орлеан	46	49
гренландын	46	61
бутан	46	80
хинду	46	66
барбара	46	57
роберто	46	76
самуэль	46	56
киприйн	46	60
аляска	46	60
арканзас	46	51
гамлет	46	67
бонн	46	50
каир	46	52
мексикт	46	55
исландын	46	77
майн	46	51
юй	46	54
максим	46	81
кихот	46	63
тонхил	46	50
тайшир	46	66
померан	46	47
ки	46	62
израилд	46	53
хенрик	46	60
швейцарчууд	46	47
антони	46	58
карабах	46	47
аарон	46	64
торино	46	51
алексеевич	46	46
а-гийн	46	46
бернли	46	50
корниловын	46	55
багануур	45	65
хантайшир	45	49
суэцийн	45	57
еврази	45	49
францыг	45	57
антуан	45	61
михайл	45	52
мон	45	81
ока	45	66
арктикийн	45	59
бухарест	45	52
лихтенштайн	45	73
мехмед	45	67
буд	45	67
марианы	45	54
сахарын	45	78
чусонь	45	52
архангайн	45	50
хэнри	45	63
харрис	45	60
энн	45	54
сантос	45	52
вильгельм	45	54
кремлийн	45	55
