гурав	1400
хэрэв	1399
санаа	1398
амиа	1398
эрхийг	1397
өөрөөр	1396
хугацааны	1395
кг	1393
суралцаж	1391
байгуулжээ	1390
телевизийн	1390
амьдрал	1388
хийдэг	1388
богд	1387
мал	1385
дүү	1382
галт	1382
эмч	1381
боломжийг	1378
эсийн	1376
өгөгдлийн	1376
тойрог	1375
профессор	1373
хурдан	1372
хэрэгсэл	1370
сүм	1365
барьж	1365
коммунист	1365
украины	1364
ахлах	1363
тавдугаар	1363
даяар	1361
хугацаа	1361
дүн	1360
канадын	1360
сонин	1355
шинээр	1354
байхад	1353
аас	1352
онол	1352
цом	1350
америк	1349
шалгаруулах	1349
ийнхүү	1348
зургийн	1346
хэт	1346
ний	1345
харилцааны	1343
чин	1342
бүтээгдэхүүн	1341
настай	1333
мэдээ	1332
өнөөгийн	1331
онцлог	1329
ховд	1328
австралийн	1327
цэргүүд	1324
оюун	1320
амьдралын	1319
европ	1318
дайнд	1315
хэрхэн	1312
суманд	1311
бид	1309
хэрэглэдэг	1307
даваа	1307
тогтмол	1307
физик	1304
польш	1303
ордог	1301
эхэн	1299
ази	1291
удалгүй	1290
зураач	1289
гэрэл	1288
театрын	1287
компанийн	1287
хэлбэрээр	1285
олгодог	1285
замнал	1283
ойролцоогоор	1281
програм	1279
удаан	1278
хотноо	1277
судлал	1276
эргэн	1272
өөртөө	1271
түмэн	1271
овог	1267
де	1267
эхлээд	1265
давж	1264
үедээ	1263
хэрэглэж	1262
долоо	1262
онгоцны	1261
зургаан	1260
жанжин	1259
сансрын	1259
машин	1259
орлогч	1259
москвагийн	1258
үндэс	1254
зайд	1253
ногоон	1253
зөв	1251
хөх	1251
дөрөвдүгээр	1250
эхэлжээ	1249
ахуй	1247
сайдын	1247
дараагийн	1244
дундаж	1242
зорилго	1242
оруулж	1239
төрч	1239
өөрийгөө	1238
хэсгийн	1238
есдүгээр	1235
сонгодог	1234
утгатай	1233
бодис	1233
эрэгтэй	1233
бүрэлдэхүүнд	1232
гэдгийг	1230
сургалтын	1229
зургаадугаар	1227
латин	1225
өгч	1224
эзлэн	1224
сүүлд	1223
уламжлалт	1222
удирдлагын	1222
техник	1222
хороо	1221
хөдөлгөөн	1221
орох	1220
газрыг	1218
материал	1216
цөмийн	1216
тухайлбал	1215
төвийн	1215
хэлбэл	1214
мөрний	1214
мод	1213
булган	1212
шийдвэр	1210
боловсруулах	1207
эрэг	1207
наадам	1206
хэмжээнд	1205
түмний	1205
нуруу	1203
идэвхтэй	1203
нарыг	1202
цуврал	1201
насны	1200
өнгө	1199
өгөх	1197
эхнэр	1194
хоол	1193
тэгш	1192
төстэй	1192
асуудлыг	1191
бүрэлдэхүүн	1190
төхөөрөмж	1190
эрхийн	1188
амьдардаг	1187
үйлдлийн	1187
хүрсэн	1185
явсан	1185
болоод	1183
эцэст	1183
амь	1183
улам	1182
нью-йорк	1181
урд	1179
тогтвортой	1179
гаргах	1175
бөмбөг	1175
анагаах	1173
ялалт	1172
та	1170
тогтоох	1170
улиралд	1169
ыг	1168
чулуун	1167
үйлдвэрлэлийн	1165
салбарын	1165
технологи	1164
авдаг	1164
дундад	1163
түр	1161
батлан	1157
ашиг	1157
музей	1155
сонгогдсон	1155
аравдугаар	1154
хэв	1152
хүртэлх	1152
талаас	1151
элсэн	1151
дипломат	1151
хэлбэртэй	1149
байрлах	1147
нөгөө	1146
премьер	1146
болохыг	1144
уу	1141
хэрэглэх	1141
халуун	1141
алт	1141
буцаж	1141
зан	1140
орнуудын	1139
хоорондоо	1138
цагт	1137
театр	1137
амьтан	1136
байхгүй	1135
хувилбар	1132
нийгэм	1129
түгээмэл	1127
явцад	1127
өвөр	1124
банк	1124
өвчин	1123
хүнийг	1121
орно	1120
давхар	1118
иржээ	1118
хошууны	1115
байлдааны	1115
гавьяаны	1115
худалдаа	1115
эхээр	1114
орчны	1111
сөрөг	1111
үндэстний	1109
кинонд	1109
өгдөг	1109
өөрсдийн	1107
дархан	1106
мянга	1103
тогтоосон	1103
дэлхийд	1101
александр	1101
хүнтэй	1100
болгодог	1100
хүрч	1099
жинхэнэ	1099
боломж	1097
төгөлдөр	1097
монголчуудын	1096
түрүү	1095
бүтээлүүд	1095
зүгт	1091
нутгийг	1089
үзүүлэлт	1082
чадвар	1082
зэргийг	1080
грекийн	1080
спорт	1077
байгааг	1077
биологийн	1076
тайлбар	1074
британи	1074
байнгын	1073
долоон	1072
төрөлд	1070
бизнесийн	1068
тиймээс	1068
нба-гийн	1068
явж	1067
хувийг	1066
парламентын	1062
зорилготой	1060
аливаа	1058
хөлөг	1058
шигшээд	1057
оюутан	1056
эр	1055
ашигласан	1053
төлөөлөгч	1050
итали	1050
нуурын	1049
аялал	1049
хүнсний	1048
сүлжээ	1046
худалдан	1046
гэгээн	1046
боломжгүй	1046
сайдаар	1045
эс	1045
тэмцээний	1044
төдийгүй	1044
зөвлөл	1043
сууж	1041
чадсан	1041
өвөрмөц	1039
хөвсгөл	1039
нөөц	1039
хэн	1038
давуу	1037
гарах	1036
мэндийн	1036
сити	1036
африкийн	1035
дасгалжуулагч	1034
уугуул	1034
хөрсний	1033
энэтхэг	1030
хоног	1029
аргаар	1029
эрдэс	1028
тэнд	1027
ил	1027
зээлийн	1025
ажилд	1022
шүүх	1022
клуб	1022
сонгуульд	1021
агаар	1020
санах	1020
зэрэгцээ	1019
социалист	1019
эрт	1018
тийм	1018
хэвээр	1017
хотоос	1015
харьцангуй	1013
ар	1012
хуурай	1011
тавьсан	1009
шүлэг	1009
мэргэн	1008
хийн	1006
америкчууд	1006
зүйлийн	1003
явц	1002
түвшинд	1001
халхын	1001
эхлэв	997
нарны	996
агуулсан	995
яг	994
шведийн	994
үндэстэн	993
юу	993
бүлгийн	993
супер	993
багтдаг	992
тэнгис	991
дашт-д	990
тэднийг	989
бүтэн	987
гүрэн	987
эм	985
сурч	985
ану-д	985
суурилсан	984
өнгөтэй	984
стандарт	983
хөтөлбөр	982
хэлнэ	981
вэ	978
гал	977
нүб-ын	975
хувьсгал	975
хэрэглэгчийн	973
найрагч	972
тойргийн	972
хоногийн	972
хэмжээгээр	970
тэдгээрийн	969
миний	968
чулуу	966
ховор	963
заримдаа	961
зэргийн	961
усанд	961
бөмбөгчин	961
инженер	957
жүжгийн	955
хөгжил	955
үзүүлэх	955
тэргүүний	954
настайдаа	954
шагналыг	954
дэвсгэр	952
арванхоёрдугаар	951
завхан	950
цөөн	950
арваннэгдүгээр	950
удаагаа	949
жагсаалт	946
нийтэд	946
үзүүлсэн	946
хиймэл	944
грек	943
ойролцоо	942
асар	941
ангид	939
зху	938
нидерландын	938
үйлдвэрлэл	937
бүтээлийн	937
ингэснээр	935
дамжуулан	933
хариу	933
тод	930
төвд	929
хэвлэлийн	929
чанартай	929
үүсгэдэг	928
сүхбаатар	927
ойр	926
мэргэжлээр	925
сав	924
ангийн	924
овгийн	924
сүүлчийн	923
чадвартай	923
эзэлж	921
гишүүнээр	921
шинжилгээ	920
байдалд	920
жорж	920
лиг	920
нээлттэй	919
архангай	919
түрүүлсэн	919
хэмжээг	918
австрийн	916
урьдчилан	915
ойлголт	915
төсөл	915
бор	914
ахмад	914
найман	913
увс	911
барьсан	909
үнэт	909
бурхан	906
уб	906
оршино	906
гоол	904
довтлогч	904
байранд	902
тос	901
ариун	900
коллеж	900
морин	899
ажиллагаагаа	896
судлаачид	895
эмэгтэйчүүдийн	895
нийслэлийн	894
ханы	893
иргэд	893
хамтарсан	893
хангах	892
төлөв	892
тай	892
нөхөн	892
эрс	891
улсаас	891
од	890
ажиллагаанд	890
элссэн	890
сургалт	889
ирээд	888
гүйцэтгэдэг	888
буддын	887
багтай	887
чанарыг	887
сэтгүүлч	887
газраас	885
шалтгаан	883
тархсан	883
зөвлөх	882
орчинд	881
гадаадын	879
компьютер	879
хөгжиж	877
улирлын	875
зүйлийг	875
иргэдийн	874
доллар	874
системийг	873
хүчийг	872
цэг	871
сонгуулийн	871
нэлээд	870
төржээ	870
медальт	869
хангамж	869
насандаа	868
гэмт	868
амтай	867
тоглоом	867
хөшөө	866
удирдаж	865
нэгдэл	865
хоёрын	865
улирал	864
бүсийн	864
үүрэгтэй	863
тавьж	861
толь	860
испани	860
тоглолтод	859
хүйтэн	855
хүрээ	855
мужид	855
дууг	855
га	855
гийн	854
ордны	854
манжийн	853
харцага	853
ерөнхийдөө	853
гардаг	852
барих	851
гарган	851
урсгал	850
тодорхойлсон	850
процесс	850
минь	849
амьдрах	849
шувуу	849
хэрэглээ	848
бүлийн	848
хэрэглэгддэг	847
өв	844
эцсийн	844
хадгалах	844
гишүүд	844
цэвэр	843
явуулдаг	842
захирагч	841
хурд	840
нурууны	839
хэдийгээр	839
байнга	838
тагнуулын	837
чадаагүй	836
нэмэр	836
дуурийн	835
жин	835
асан	834
зэвсэг	834
оросууд	833
тоглолтын	833
оруулах	832
залуучуудын	831
дамжин	831
өдгөө	830
засах	829
үргэлжилсэн	829
хүртэж	829
даргын	828
төрж	828
хөгжүүлэх	827
байгуулагдаж	826
улсууд	826
зохиогч	825
дүрэм	824
докторын	824
код	824
эрхтэй	823
ерөнхийлөгчөөр	823
нэмж	822
холбогдох	822
үүргийг	822
бослого	821
автомашины	821
хэлж	820
цомгийн	820
математикийн	819
хоорондох	819
нөхцөлд	818
загварын	818
бодлогын	817
уих-ын	817
онолын	817
дамжуулах	817
үйлдэл	816
системд	816
багшийн	815
үгүй	813
гээд	813
дээрээ	813
муу	813
дорно	812
танхим	812
орнууд	811
тэдгээр	809
түрэг	809
хэмжээтэй	807
өгөгдөл	807
үйлчилгээний	806
австрали	805
эрдэнэ	805
үзсэн	805
тосны	805
хос	804
талбайд	803
хэрэглээний	801
зай	801
тогтсон	800
загалмай	800
одоогоор	799
агуулдаг	799
хөл	798
дүүргийн	798
ан	797
үгийн	796
зарласан	795
тодорхойлох	794
вангийн	794
очиж	794
араб	794
олгох	793
хүчил	793
унгарын	793
бат	792
оржээ	792
байгууламж	791
судлах	788
яам	786
говь-алтай	785
сэлэнгэ	785
бодисын	785
хяналт	785
түрүүлж	785
үзүүлж	784
хоолой	784
нэрийн	783
уралдааны	783
нэрлэсэн	782
тусламж	782
лондон	782
электрон	782
дулаан	781
гэжээ	780
зээл	780
өвөрхангай	778
ээс	777
талаарх	776
мэдлэг	776
юнайтед	776
доор	774
тохиолдол	773
хийжээ	773
элемент	773
амьтны	772
олгосон	772
түвшин	772
бүрдсэн	771
багтсан	771
алтайн	770
дөрөв	768
сүмийн	768
ашигтай	767
температур	766
бизнес	765
хөдөлгөөний	765
товч	764
хий	764
арлын	763
банкны	763
жилүүдэд	762
буудал	762
тэмдэглэл	762
хөрөнгийн	762
хүрээлэнгийн	762
хүчирхэг	762
татан	761
механик	761
үүсдэг	761
нийгэмлэгийн	761
өнөөдөр	758
манж	758
академи	757
дотоодын	755
органик	755
цорын	754
буриад	753
байгаагүй	753
байвал	751
эрхлэгч	751
загас	750
дэмжиж	749
холбоот	749
олсон	748
ихээр	748
нартай	747
хүлээж	744
нисгэгч	744
гарчээ	743
долларын	743
шингэн	741
туркийн	740
ингээд	739
эхэлж	739
манчестер	739
байгуулагч	737
баян	737
нээсэн	735
эрхт	735
бидний	735
гүйцэтгэсэн	733
байгуулав	733
нэрлэгддэг	733
чиг	732
татвар	730
харуулсан	729
үгийг	729
африк	729
түвшний	729
байсныг	728
улстай	728
номхон	727
николай	726
зэргээр	726
төгсөгч	726
захиргаа	725
бүтээлч	725
хунтайж	725
тулалдаанд	725
бүтээгч	724
христийн	724
жүжиг	724
тун	723
аймагт	722
гэрийн	721
дүрд	720
норвегийн	720
сул	719
холбогдолтой	718
исламын	718
аав	718
эзэлдэг	717
барилдааны	717
чадахгүй	716
баталсан	714
нийтлэг	714
хүртжээ	714
халх	713
шүүхийн	713
бараа	712
хүчээр	712
төгсөөд	712
бүсэд	711
зэвсгийн	711
онц	711
атомын	711
олимп	711
өгүүлэл	709
хэлбэрийн	709
владимир	708
эрдэмтэд	707
дотроо	704
олны	704
цэнхэр	704
мастер	703
туршид	703
зун	702
математик	702
формула	702
ширээнд	701
дугуй	701
замыг	700
өвөг	700
украин	700
бичигдсэн	698
командлагч	698
тэй	697
хөрс	697
шатанд	697
удирдсан	697
физикийн	696
оролцох	696
гүйгч	696
үндэслэн	695
зайн	695
хээрийн	694
үүсэх	693
яриа	692
төлөөх	692
хүрэн	692
махн-ын	692
бүрддэг	692
физикч	692
өгчээ	692
холбогдсон	691
цэргийг	691
зориулж	690
хэлтсийн	690
еврей	690
албаны	689
хамтаар	689
амьсгал	688
тугийн	688
уурхайн	688
чаддаг	688
медальтан	688
эмийн	687
сургуулиа	687
дэмжих	687
тоог	686
шат	686
карл	686
соронзон	686
эзэлсэн	685
компьютерийн	685
засагт	684
алдсан	684
ээж	684
зохиосон	683
үүсгэх	683
баялаг	682
хайр	682
орнуудад	681
тооллын	681
хэлсэн	679
хүргэсэн	679
аян	679
элбэг	678
ирэх	678
амжилтыг	678
нэн	677
хурц	677
вант	676
орчимд	676
хэнтий	676
инженерийн	676
компьютерын	676
сонгууль	675
гараагаа	675
парис	674
хуулийг	673
орд	672
домог	669
бууж	668
роберт	668
хэрэглэгч	667
тохиромжтой	667
гүйлтийн	667
нягт	666
тасралтгүй	665
амин	665
тоног	665
цолыг	665
сонирхолтой	664
зориулан	664
тусламжтайгаар	664
гоцлол	664
сэргээн	663
мэдэлд	663
мөнх	662
шугам	662
хүмүүсийг	661
израилын	661
хэзээ	660
сүлжээнд	660
хошой	660
бүлд	659
бүлэгт	659
ордон	659
тогтоож	658
дунджаар	656
гадас	656
үлдэж	656
тэргүүтэй	656
насанд	656
дуртай	656
лигт	656
агуулга	655
гарал	655
дэргэдэх	655
давсан	655
намар	654
явуулах	654
морь	654
онцлох	653
сэцэн	653
гаргажээ	653
дүрс	653
сонины	653
тусдаа	651
суваг	650
болохоор	650
харж	649
хэм	649
роман	649
тулаан	649
нэвтрүүлэг	649
нэрлэж	648
малчин	648
хамгаалсан	648
хэрэгжүүлэх	648
хүссэн	648
тодорхойлдог	648
тоглолтоо	648
хүрээний	647
мөсөн	647
хүндтэй	647
үндэслэгч	646
тайж	646
хувцас	646
шатны	646
турк	646
бүтцийн	645
гаргадаг	645
бүжгийн	645
тав	644
вьетнамын	644
тооцогддог	643
тэнгэрийн	643
бичих	643
автомашин	642
үзвэл	641
харьцуулахад	641
канад	640
тэнгэр	640
ихэд	640
хийхэд	639
бразилын	639
оргил	638
хаяг	637
улсуудын	637
хөгжсөн	637
ашиглагддаг	637
шотландын	636
дөрвөлжин	635
хүрэх	635
боомт	635
зүйлс	635
явах	635
османы	635
ур	633
тийш	633
санааг	633
худалдаанд	633
эхлэл	632
зөвшөөрсөн	632
дуурь	632
найрал	632
тушаал	631
фон	631
энх	630
бүтсэн	630
оюутны	630
хийд	629
вэб	629
урьд	628
мм	628
байгууллагууд	628
үнэлгээ	628
юань	627
сүүл	627
нүүж	627
шаардлага	627
ихтэй	626
нэртэйгээр	626
оюуны	626
бүрт	626
цус	626
хамгаалалтын	625
мэдэх	623
хэлдэг	623
шавь	622
элч	622
хялбар	622
программ	622
голчлон	621
тогтнолын	621
алтай	620
алдар	620
дэргэд	620
зарлигаар	619
зааж	619
эргэлт	619
орлого	618
угсаатан	618
магадгүй	618
гүйцэтгэж	616
бэлэн	616
цаашид	616
тоон	616
алдаа	615
арабын	615
эхийн	615
явуулсан	614
эхлүүлсэн	614
ердийн	614
хэргийг	613
хязгаар	612
дүнтэй	612
төслийн	612
сайт	612
найз	611
аваргуудын	611
хамааран	610
хэвлэгдсэн	610
