гаруй	5148	noun	241
ус	5144	noun	242
холбооны	5124	noun	243
францын	5120	noun	244
ирсэн	5107	noun	245
тоглолт	5107	noun	246
цагаан	5089	noun	247
хойд	5070	noun	248
хэдэн	5069	noun	249
харилцаа	5032	noun	250
хэмээх	5019	verb	251
чанар	4951	noun	252
хэмээн	4904	noun	253
зүй	4881	noun	254
шилдэг	4840	noun	255
хувь	4833	noun	256
урт	4831	noun	257
шинж	4811	noun	258
амь	4805	noun	259
хөлбөмбөгийн	4771	noun	260
ном	4768	noun	261
бүлэг	4716	noun	262
ашиглах	4694	verb	263
ургамал	4683	noun	264
хэлбэр	4665	noun	265
шагналтан	4659	noun	266
дэх	4653	verb	267
бус	4646	noun	268
асуудал	4589	noun	269
дүр	4589	noun	270
гүйцэтгэх	4573	verb	271
сэтгүүл	4537	noun	272
нийслэл	4527	noun	273
бүрэн	4507	noun	274
гүн	4488	noun	275
хэрэглэх	4475	verb	276
дайны	4419	noun	277
дотор	4402	noun	278
европын	4394	noun	279
онгоц	4388	noun	280
зху-ын	4381	noun	281
санал	4381	noun	282
оролцогч	4370	noun	283
өргөн	4350	noun	284
муж	4328	noun	285
ухаан	4290	noun	286
тулд	4280	noun	287
хүчин	4259	noun	288
улаан	4244	noun	289
хятад	4221	noun	290
герман	4195	noun	291
цомог	4195	noun	292
байдлаар	4194	noun	293
гадна	4165	noun	294
болгон	4150	noun	295
загвар	4139	noun	296
чухал	4131	noun	297
ван	4126	noun	298
удирдах	4124	verb	299
байгуулсан	4122	noun	300
тодорхой	4118	noun	301
үздэг	4089	noun	302
бүтэц	4088	noun	303
утга	4062	noun	304
ёсны	4048	noun	305
байгуулах	4042	verb	306
хоёрдугаар	4036	noun	307
ард	4014	noun	308
нам	3988	noun	309
төрлийн	3976	noun	310
гарсан	3966	noun	311
боломжтой	3945	noun	312
найрамдах	3941	verb	313
эмэгтэй	3939	noun	314
медаль	3916	noun	315
улаанбаатар	3908	noun	316
билээ	3904	noun	317
ямар	3867	noun	318
байгууллага	3854	noun	319
хүлээн	3833	noun	320
нийгмийн	3826	noun	321
хөлбөмбөгчин	3824	noun	322
зөвхөн	3810	noun	323
дэлхий	3793	noun	324
арал	3785	noun	325
зүйн	3781	noun	326
эцэг	3776	noun	327
хүүхэд	3763	noun	328
дэд	3757	noun	329
талбай	3745	noun	330
зохиол	3741	noun	331
хүчний	3730	noun	332
эртний	3718	noun	333
английн	3709	noun	334
гарч	3701	noun	335
нуур	3692	noun	336
франц	3688	noun	337
сэтгэл	3683	noun	338
холбоотой	3669	noun	339
өнгөрсөн	3652	noun	340
намын	3650	noun	341
далайн	3641	noun	342
нэгдүгээр	3628	noun	343
болгох	3612	verb	344
москва	3609	noun	345
одоо	3602	noun	346
тэргүүн	3584	noun	347
уул	3582	noun	348
ар	3579	noun	349
хурал	3571	noun	350
төмөр	3550	noun	351
цахилгаан	3523	noun	352
үзэл	3522	noun	353
үнэ	3432	noun	354
та	3431	noun	355
үл	3429	noun	356
залуу	3424	noun	357
орж	3423	noun	358
хөдөлгөөн	3402	noun	359
бүл	3400	noun	360
бүрийн	3391	noun	361
хувийн	3373	noun	362
ихэвчлэн	3351	noun	363
хятадын	3348	noun	364
ихэнх	3341	verb	365
зах	3322	verb	366
хуудас	3319	noun	367
хагас	3318	noun	368
хүрээлэн	3276	noun	369
лигийн	3273	noun	370
үсэг	3264	noun	371
баатар	3261	noun	372
ашиг	3257	noun	373
ийм	3227	noun	374
эрдэм	3226	noun	375
соёлын	3224	noun	376
тэмцээн	3221	noun	377
суурин	3220	noun	378
үйлчилгээ	3216	noun	379
урлагийн	3212	noun	380
дагуу	3211	noun	381
намтар	3207	noun	382
мөнгөн	3194	noun	383
наадмын	3182	noun	384
нөлөө	3178	noun	385
үеэр	3172	noun	386
ын	3170	noun	387
нөхцөл	3153	noun	388
дотоод	3151	noun	389
тэмдэг	3131	noun	390
гаргасан	3112	noun	391
овог	3110	noun	392
өгөх	3107	verb	393
хөгжим	3103	noun	394
хатан	3096	noun	395
хугацаанд	3093	noun	396
жижиг	3092	noun	397
ажээ	3089	noun	398
британийн	3084	noun	399
мэдэх	3071	verb	400
зөвлөлтийн	3065	noun	401
тогтоох	3063	verb	402
дөрвөн	3061	noun	403
дүн	3053	noun	404
ирж	3045	noun	405
японы	3038	noun	406
ой	3033	noun	407
ны	3023	noun	408
төлөөлөгч	3012	noun	409
толгой	3001	noun	410
нисэх	3000	verb	411
жишээ	2991	noun	412
америк	2982	noun	413
соёл	2981	noun	414
янз	2976	noun	415
улмаар	2966	noun	416
орсон	2957	noun	417
гаргах	2929	verb	418
онол	2927	noun	419
мянган	2924	noun	420
азийн	2913	noun	421
шашны	2913	noun	422
судалгаа	2910	noun	423
хэмжээний	2905	noun	424
уур	2900	noun	425
томоохон	2899	noun	426
бодис	2899	noun	427
шүүх	2884	verb	428
мэргэжлийн	2873	noun	429
олимпод	2867	noun	430
компани	2860	noun	431
мэдээллийн	2852	noun	432
бичгийн	2837	noun	433
хэвлэл	2833	noun	434
хүртсэн	2832	noun	435
гаралтай	2822	noun	436
хүрээ	2822	noun	437
нуруу	2814	noun	438
аль	2799	noun	439
зуны	2798	noun	440
өөрчлөлт	2796	noun	441
хугацаа	2791	noun	442
байгалийн	2789	noun	443
физик	2788	noun	444
шууд	2782	noun	445
хөтөлбөр	2782	noun	446
дуучин	2772	noun	447
түүхэн	2766	noun	448
ашигладаг	2763	noun	449
анги	2762	noun	450
оюутан	2761	noun	451
ёсоор	2760	noun	452
доктор	2760	noun	453
суурь	2748	noun	454
оршин	2745	noun	455
үйлдвэр	2739	noun	456
хамтлаг	2738	noun	457
усны	2737	noun	458
италийн	2729	noun	459
бас	2727	noun	460
сүм	2727	noun	461
төхөөрөмж	2724	noun	462
харьяат	2715	noun	463
боловсруулах	2706	verb	464
биш	2701	noun	465
одоогийн	2696	noun	466
шашин	2694	noun	467
боловсрол	2688	noun	468
тушаал	2683	noun	469
гавьяат	2670	noun	470
амьдрал	2667	noun	471
ил	2664	noun	472
бүтээгдэхүүн	2661	noun	473
дараах	2660	verb	474
хамтран	2658	noun	475
болов	2656	noun	476
алдарт	2655	noun	477
тусгай	2653	noun	478
сагсан	2646	noun	479
мэдээ	2643	noun	480
явах	2638	verb	481
аюулгүй	2631	noun	482
арслан	2620	noun	483
ийг	2611	noun	484
адил	2611	noun	485
сурвалж	2608	noun	486
сонин	2607	noun	487
япон	2606	noun	488
дээрх	2592	verb	489
дэвсгэр	2586	noun	490
уулын	2577	noun	491
хэрэгсэл	2566	noun	492
сүлжээ	2566	noun	493
төлөө	2562	noun	494
эрэг	2560	noun	495
төсөл	2539	noun	496
профайл	2536	noun	497
ажилласан	2531	noun	498
тодорхойлох	2531	verb	499
аад	2516	noun	500
оролцож	2511	noun	501
үүнд	2508	noun	502
рүү	2499	noun	503
мал	2497	noun	504
солонгосын	2496	noun	505
солонгос	2494	noun	506
барих	2494	verb	507
оролцсон	2493	noun	508
өрх	2491	verb	509
химийн	2487	noun	510
төгссөн	2476	noun	511
баримт	2472	noun	512
өвчин	2464	noun	513
охин	2456	noun	514
агаарын	2455	noun	515
хорооны	2449	noun	516
баяр	2447	noun	517
таван	2446	noun	518
лам	2444	noun	519
нэрлэдэг	2441	noun	520
алдартай	2432	noun	521
ёстой	2431	noun	522
хөх	2429	verb	523
ажиллах	2413	verb	524
оноо	2403	noun	525
ганц	2398	noun	526
бичсэн	2393	noun	527
үүсгэх	2393	verb	528
хангах	2392	verb	529
зүтгэлтэн	2388	noun	530
хий	2385	noun	531
оруулсан	2383	noun	532
урлаг	2383	noun	533
гаргаж	2370	noun	534
гэрэл	2366	noun	535
чадвар	2360	noun	536
байгуулж	2358	noun	537
шар	2353	noun	538
материал	2350	noun	539
хурлын	2349	noun	540
далай	2346	noun	541
зай	2340	noun	542
замын	2329	noun	543
мод	2327	noun	544
өгсөн	2323	noun	545
ахуйн	2316	noun	546
нөөц	2312	noun	547
радио	2298	noun	548
хуучин	2295	noun	549
үзүүлэх	2294	verb	550
судалгааны	2292	noun	551
эрүүл	2292	noun	552
өмнөх	2290	verb	553
найруулагч	2281	noun	554
ноён	2274	noun	555
хадгалах	2271	verb	556
хүрэл	2268	noun	557
ижил	2263	noun	558
үнэн	2263	noun	559
европ	2261	noun	560
гэвч	2259	noun	561
номын	2254	noun	562
умард	2252	noun	563
үү	2246	noun	564
захиргааны	2244	noun	565
ач	2243	noun	566
сүүл	2243	noun	567
хувилбар	2242	noun	568
урсгал	2241	noun	569
боловсролын	2238	noun	570
дамжуулах	2235	verb	571
онцлог	2234	noun	572
хөдөлмөрийн	2229	noun	573
байгаль	2228	noun	574
ойр	2227	noun	575
үндэс	2225	noun	576
удирдлага	2220	noun	577
хороо	2218	noun	578
захирал	2215	noun	579
үүнээс	2213	noun	580
хяналт	2206	noun	581
програм	2204	noun	582
банк	2201	noun	583
эд	2194	noun	584
га	2192	noun	585
дэмжих	2190	verb	586
гурав	2188	noun	587
хэн	2176	noun	588
үүсгэн	2173	noun	589
жин	2166	noun	590
эхлэн	2163	noun	591
цомын	2162	noun	592
эрчим	2160	noun	593
шийдвэр	2154	noun	594
гүрний	2153	noun	595
сүүлийн	2151	noun	596
нууц	2150	noun	597
танхим	2146	noun	598
байрлах	2144	verb	599
зөвлөлийн	2136	noun	600
сайхны	2129	noun	601
хэрэгжүүлэх	2129	verb	602
усан	2111	noun	603
болгосон	2109	noun	604
эс	2106	noun	605
улмаас	2105	noun	606
хөгжил	2100	noun	607
компьютер	2100	noun	608
зуунд	2095	noun	609
үүсэх	2095	verb	610
хэв	2092	noun	611
ирэх	2090	verb	612
бнмау-ын	2087	noun	613
тай	2076	noun	614
жагсаалт	2074	noun	615
шаардлагатай	2071	noun	616
хүрэх	2069	verb	617
орох	2066	verb	618
ашиглан	2060	noun	619
тохиолдолд	2059	noun	620
энд	2057	noun	621
хил	2057	noun	622
худалдаа	2056	noun	623
хувьсгал	2053	noun	624
гарын	2048	noun	625
арми	2034	noun	626
клуб	2034	noun	627
хөгжүүлэх	2032	verb	628
олж	2026	noun	629
ахлах	2023	verb	630
ашиглаж	2022	noun	631
орд	2020	noun	632
товч	2017	noun	633
туслах	2008	verb	634
нэгдэл	2008	noun	635
хожим	2005	noun	636
музей	2005	noun	637
од	2002	noun	638
чөлөөт	2001	noun	639
зуун	2001	noun	640
театр	1994	noun	641
арван	1993	noun	642
үйлдвэрлэх	1993	verb	643
оюун	1992	noun	644
мөрөн	1990	noun	645
зориулсан	1986	noun	646
иргэний	1984	noun	647
тамирчин	1978	noun	648
барилгын	1967	noun	649
хуулийн	1964	noun	650
лавлах	1963	verb	651
испанийн	1961	noun	652
цом	1959	noun	653
байгууллагын	1958	noun	654
болгож	1953	noun	655
даргаар	1949	noun	656
үзүүлэлт	1946	noun	657
эм	1944	noun	658
хэрэв	1943	noun	659
алба	1940	noun	660
нэрэмжит	1938	noun	661
дүрэм	1931	noun	662
түмэн	1930	noun	663
хөрөнгө	1929	noun	664
зохиолын	1928	noun	665
хөгжлийн	1926	noun	666
даваа	1924	noun	667
зэвсэгт	1922	noun	668
хурдан	1921	noun	669
тоглоом	1920	noun	670
өнгө	1919	noun	671
өгч	1916	noun	672
дүгээр	1913	noun	673
инженер	1906	noun	674
элемент	1905	noun	675
тойрог	1904	noun	676
хүсэл	1902	noun	677
начин	1901	noun	678
түүнд	1899	noun	679
барилга	1899	noun	680
хүндэт	1898	noun	681
армийн	1893	noun	682
гуравдугаар	1879	noun	683
жон	1878	noun	684
буу	1878	noun	685
хязгаар	1868	noun	686
байрладаг	1867	noun	687
дүнд	1866	noun	688
гадны	1866	noun	689
үүссэн	1859	noun	690
процесс	1856	noun	691
оруулах	1847	verb	692
нобелийн	1844	noun	693
заан	1844	noun	694
цуврал	1842	noun	695
бурхан	1842	noun	696
судлаач	1841	noun	697
хүрээнд	1840	noun	698
нийгэм	1833	noun	699
зээл	1827	noun	700
бүрэлдэхүүн	1826	noun	701
ойлголт	1824	noun	702
ану	1823	noun	703
цэг	1821	noun	704
оху-ын	1817	noun	705
ажилтан	1817	noun	706
ёс	1816	noun	707
эрдэмтэн	1814	noun	708
явц	1814	noun	709
давхар	1811	noun	710
спортын	1810	noun	711
хэрэгтэй	1807	noun	712
лиг	1806	noun	713
ихээхэн	1804	noun	714
чингис	1800	noun	715
тээврийн	1798	noun	716
польшийн	1796	noun	717
зорилгоор	1793	noun	718
ардчилсан	1791	noun	719
генерал	1774	noun	720
богд	1774	noun	721
ромын	1772	noun	722
бараг	1771	noun	723
олгох	1771	verb	724
чин	1769	noun	725
энгийн	1766	noun	726
түүнчлэн	1762	noun	727
яруу	1762	noun	728
бодлого	1760	noun	729
машин	1757	noun	730
стандарт	1757	noun	731
үеэс	1749	noun	732
жишээлбэл	1739	noun	733
тоглож	1739	noun	734
тэрбээр	1738	noun	735
хоол	1737	noun	736
гал	1736	noun	737
академийн	1735	noun	738
ойн	1734	noun	739
уу	1734	noun	740
манай	1729	noun	741
наадам	1729	noun	742
эмч	1727	noun	743
ах	1726	noun	744
хангамж	1726	noun	745
хүчил	1726	noun	746
дурсгал	1726	noun	747
үйлдвэрийн	1724	noun	748
турш	1724	noun	749
ялалт	1723	noun	750
энэтхэгийн	1717	noun	751
бөмбөг	1717	noun	752
тос	1716	noun	753
мэө	1715	noun	754
зөвлөлт	1714	noun	755
түвшин	1712	noun	756
гоол	1711	noun	757
британи	1708	noun	758
хамтлагийн	1703	noun	759
сургуулийг	1703	noun	760
тэнгисийн	1700	noun	761
ан	1700	noun	762
чулуу	1697	noun	763
холбогдох	1696	verb	764
дээш	1691	noun	765
удирдагч	1690	noun	766
түүнээс	1689	noun	767
шалтгаан	1687	noun	768
бор	1686	noun	769
хатуу	1682	noun	770
хилийн	1679	noun	771
хөдөө	1676	noun	772
хоолой	1676	noun	773
хэм	1675	noun	774
өв	1674	noun	775
хурд	1672	noun	776
техник	1671	noun	777
богино	1670	noun	778
яамны	1670	noun	779
метр	1669	noun	780
шувуу	1667	noun	781
наймдугаар	1666	noun	782
шиг	1665	noun	783
см	1662	noun	784
ахуй	1660	noun	785
үлдсэн	1659	noun	786
шүлэг	1659	noun	787
дэвжээнд	1658	noun	788
иргэн	1650	noun	789
өгөгдөл	1641	noun	790
хэргийн	1632	noun	791
ази	1631	noun	792
дүү	1630	noun	793
польш	1627	noun	794
үйлдэл	1625	noun	795
гишүүд	1621	noun	796
лондон	1620	noun	797
иргэд	1617	noun	798
ял	1609	noun	799
харилцан	1607	noun	800
тэнд	1604	noun	801
амьд	1603	noun	802
сүлжээний	1601	noun	803
түрүү	1600	noun	804
халх	1600	verb	805
сайхан	1599	noun	806
чулуун	1595	noun	807
дипломат	1594	noun	808
тоглодог	1593	noun	809
эр	1592	noun	810
ховд	1591	noun	811
бэлтгэх	1588	verb	812
технологийн	1587	noun	813
хоног	1585	noun	814
агаар	1584	noun	815
сургалт	1584	noun	816
тоглох	1582	verb	817
техникийн	1581	noun	818
хүүхдийн	1581	noun	819
судлал	1581	noun	820
чиглэлээр	1578	noun	821
код	1578	noun	822
өвлийн	1576	noun	823
судлалын	1575	noun	824
байгуулалт	1575	noun	825
элчин	1574	noun	826
зөвлөл	1572	noun	827
байгууллагууд	1570	noun	828
амьсгал	1568	noun	829
профессор	1567	noun	830
шат	1563	noun	831
зорилго	1562	noun	832
эрэгтэй	1561	noun	833
гарах	1561	verb	834
тоглосон	1555	noun	835
академи	1552	noun	836
долоо	1548	noun	837
ялангуяа	1546	noun	838
үйлдвэрлэл	1546	noun	839
аялал	1545	noun	840
нью-йорк	1544	noun	841
юу	1543	noun	842
хувьсгалын	1542	noun	843
хөлөг	1542	noun	844
бөмбөгийн	1541	noun	845
боломж	1532	noun	846
ний	1531	noun	847
гүрэн	1530	noun	848
зураач	1528	noun	849
нэмэлт	1519	noun	850
жүжиг	1517	noun	851
шалгаруулах	1512	verb	852
бодит	1509	noun	853
устгах	1505	verb	854
нэвтрүүлэг	1503	noun	855
коллеж	1501	noun	856
авчээ	1498	noun	857
коммунист	1495	noun	858
наадамд	1490	noun	859
тоглолтонд	1488	noun	860
тэнгис	1488	noun	861
хөшөө	1488	noun	862
явуулж	1487	noun	863
энэтхэг	1487	noun	864
шугам	1486	noun	865
молекул	1486	noun	866
тэмцээнд	1485	noun	867
төлөв	1484	noun	868
тэрбум	1483	noun	869
дан	1482	noun	870
онцгой	1481	noun	871
эрдэс	1481	noun	872
яам	1478	noun	873
жанжин	1477	noun	874
тогтолцоо	1477	noun	875
температур	1476	noun	876
шинжилгээний	1473	noun	877
ур	1468	noun	878
ажилладаг	1466	noun	879
спорт	1465	noun	880
зүйлс	1464	noun	881
оролцох	1462	verb	882
мөнгө	1461	noun	883
эхнэр	1460	noun	884
мэдлэг	1460	noun	885
худалдааны	1458	noun	886
дөрөв	1457	noun	887
метрийн	1451	noun	888
хайр	1451	noun	889
амьдарч	1450	noun	890
даасан	1447	noun	891
татвар	1447	noun	892
тэмдэглэл	1445	noun	893
хаяг	1444	noun	894
сүхбаатар	1443	noun	895
санхүүгийн	1441	noun	896
дулаан	1440	noun	897
мэргэжил	1440	noun	898
хэт	1439	noun	899
хөл	1437	noun	900
бичиж	1436	noun	901
морь	1436	noun	902
ялгаатай	1434	noun	903
замнал	1434	noun	904
хөнгөн	1431	noun	905
доллар	1431	noun	906
хөрс	1428	noun	907
долоодугаар	1425	noun	908
доод	1425	noun	909
итали	1419	noun	910
өртөө	1416	noun	911
шингэн	1411	noun	912
украины	1408	noun	913
мянга	1403	noun	914
хүрч	1400	noun	915
амиа	1398	noun	916
зөвлөх	1396	verb	917
хэлэх	1396	verb	918
хугацааны	1395	noun	919
зарчим	1395	noun	920
кг	1393	noun	921
галт	1392	noun	922
суралцаж	1391	noun	923
байгуулжээ	1390	noun	924
телевизийн	1390	noun	925
тавдугаар	1388	noun	926
даяар	1386	noun	927
байгууламж	1385	noun	928
хос	1382	noun	929
ногоон	1381	noun	930
сүүлд	1380	noun	931
суваг	1380	noun	932
улирал	1379	noun	933
боломжийг	1378	noun	934
эсийн	1376	noun	935
өгөгдлийн	1376	noun	936
орлогч	1376	noun	937
домог	1373	noun	938
бодол	1372	noun	939
ордог	1369	noun	940
дасгалжуулагч	1369	noun	941
буудал	1368	noun	942
барьж	1365	noun	943
түрэг	1364	noun	944
анагаах	1362	verb	945
канадын	1360	noun	946
дугуй	1360	noun	947
шинээр	1354	noun	948
де	1353	noun	949
аас	1352	noun	950
ийнхүү	1348	noun	951
латин	1348	noun	952
хэрэглэдэг	1347	noun	953
бараа	1346	noun	954
хуур	1344	noun	955
сав	1343	noun	956
алдаа	1343	noun	957
эцэст	1342	noun	958
сурах	1340	verb	959
тавих	1338	verb	960
хэрэглэж	1335	noun	961
технологи	1334	noun	962
байрлал	1332	noun	963
өнөөгийн	1331	noun	964
тогтмол	1329	noun	965
австралийн	1327	noun	966
дундаж	1327	noun	967
эргэлт	1326	noun	968
амьдралын	1319	noun	969
мөр	1317	noun	970
хэрхэн	1312	noun	971
утас	1311	noun	972
олимп	1310	noun	973
олгодог	1309	noun	974
санах	1300	verb	975
засах	1300	verb	976
эхэн	1299	noun	977
үзэсгэлэн	1297	noun	978
хариу	1294	noun	979
нөгөө	1293	noun	980
буриад	1291	noun	981
удалгүй	1290	noun	982
зан	1288	noun	983
театрын	1287	noun	984
компанийн	1287	noun	985
хэлбэрээр	1285	noun	986
сонгох	1284	verb	987
ойролцоогоор	1281	noun	988
дөрөвдүгээр	1278	noun	989
тусламж	1278	noun	990
захирагч	1277	noun	991
явсан	1276	noun	992
давж	1275	noun	993
судлах	1273	verb	994
эргэн	1272	noun	995
зөв	1272	noun	996
улиралд	1270	noun	997
александр	1269	noun	998
тайлбар	1269	noun	999
түр	1268	noun	1000
өвөр	1266	noun	1001
гэгээн	1264	noun	1002
морин	1264	noun	1003
алт	1262	noun	1004
бүрэлдэхүүнд	1261	noun	1005
сансрын	1259	noun	1006
урд	1259	noun	1007
булган	1258	noun	1008
да	1256	noun	1009
зүг	1254	noun	1010
хөндий	1254	noun	1011
зайд	1253	noun	1012
зэвсэг	1250	noun	1013
сэдэв	1250	noun	1014
эхэлжээ	1249	noun	1015
элсэн	1249	noun	1016
хүрсэн	1248	noun	1017
чадсан	1247	noun	1018
тэргүүлэх	1247	verb	1019
есдүгээр	1245	noun	1020
тэгш	1245	noun	1021
грек	1244	noun	1022
бүхэл	1244	noun	1023
олох	1244	verb	1024
оруулж	1239	noun	1025
халуун	1238	noun	1026
муу	1238	noun	1027
явцад	1236	noun	1028
сонгодог	1234	noun	1029
суудал	1234	noun	1030
захиргаа	1233	noun	1031
хамаарах	1233	verb	1032
сайжруулах	1230	verb	1033
сургалтын	1229	noun	1034
математик	1229	noun	1035
бүтээх	1228	verb	1036
зургаадугаар	1227	noun	1037
эзлэн	1224	noun	1038
зохиогч	1223	noun	1039
уламжлалт	1222	noun	1040
удирдлагын	1222	noun	1041
боомт	1219	noun	1042
хэрэгцээ	1217	noun	1043
цөмийн	1216	noun	1044
идэвхтэй	1216	noun	1045
тухайлбал	1215	noun	1046
яриа	1215	noun	1047
хэлбэл	1214	noun	1048
мөрний	1214	noun	1049
дархан	1212	noun	1050
зогсоох	1210	verb	1051
амьдардаг	1209	noun	1052
эзлэх	1208	verb	1053
түмний	1205	noun	1054
эрхлэгч	1205	noun	1055
тогтоосон	1204	noun	1056
сэргээх	1204	verb	1057
төстэй	1202	noun	1058
шинжилгээ	1202	noun	1059
дүрс	1200	noun	1060
амьтан	1198	noun	1061
сөрөг	1198	noun	1062
нэмэр	1193	noun	1063
загалмай	1189	noun	1064
энх	1188	verb	1065
үйлдлийн	1187	noun	1066
мах	1184	verb	1067
электрон	1183	noun	1068
улам	1182	noun	1069
чуулган	1182	noun	1070
тогтвортой	1179	noun	1071
